テン　ソウ　テン　ソウ　メツ・・・,恋の始まりも愛の終わりも,妖怪の問題なら色々あるでしょう,神の御言葉も死神の囁きも,悪霊がアレしたならそれは分るでしょう,君のことは僕のことさ,いつもの君に戻るかな,愛の塩は　声の塩さ,君の心の中に　届いて,Baby 山道　幻聴　WARNING May be,その連中　鬼ですね,怪獣？looks like a 昆虫ですか,Baby 山道　幻聴　WARNING May be,その連中　鬼ですね,毎週　君はテン　ソウ　メツ,テン　ソウ　テン　ソウ　メツ・・・,テン　ソウ　メツ　テン　ソウ　メツ・・・,恋の始まりも愛の終わりも,妖怪の問題なら色々あるでしょう,神の御言葉も死神の囁きも,悪霊がアレしたならそれは分るでしょう,君のことは僕のことさ,いつもの君に戻るかな,愛の塩は　声の塩さ,君の心の中に　届いて,Baby 山道　幻聴　WARNING May be,その連中　鬼です,怪獣？looks like a 昆虫ですか,Baby 山道　幻聴　WARNING May be,その連中　鬼ですね,毎週　君はテン　ソウ　メツ,Baby 山道　幻聴　WARNING May be,その連中　鬼ですね,怪獣？looks like a 昆虫ですか,Baby 山道　幻聴　WARNING May be,その連中　鬼ですね,毎週　君はテン　ソウ　メツ,テンソウメツ,夢は天狗全滅,あの頃の僕らは　そう<>あのやつをやっていたんだ,やっていたと言っても<>やってるのはそれは違ったんだ,違ったと言っても<>やっていたことに違いはなかった,でも、君は僕らに言ったんだ<>それは　言ったことではなかったんだ,はいれたはいれたはいれた,テン　ソウ　テン　ソウ　メツ・・・
60,94,126,158,190,220,236,254,268,298,312,318,334,342,352,368,374,382,412,448,476,508,524,540,556,588,598,606,620,630,638,652,662,670,684,694,704,718,732,744,756,770,782,800,824
